content,score,label,word_count,clean_text
Terimaksih ruang guru pelatihan yang diberikan sangat bermanfaat.,5,Positif,8,terimaksih ruang guru latih manfaat
"Paling relevan dipilih,sehingga mungkin beberapa komentar telah difilter",5,Positif,8,relevan dipilihsehingga komentar filter
gak ada kelas yang smk nya 😩 ....,1,Negatif,8,gak kelas smk
Kalau buat iklan di 1 stasiun tv aja tolol,1,Negatif,9,iklan stasiun tv tolol
"Kenapa aplikasi ruang guru saya terus keluar. Tolong diperbaiki karena 
sangat mengganggu.",2,Negatif,12,ruang guru tolong baik ganggu
"Apk apa ini,bagus banget,materinya masuk ke otak,padahal cuma lewat video,terimakasih ruang guru🥰🥰",5,Positif,12,apk inibagus bangetmaterinya masuk otakpadahal videoterimakasih ruang guru
"Saya sebagai siswa smk kurang diperhatikan, kami memerlukan bimbingan yang 
sesuai dengan tingkatan kami yaitu smk, kami mohon untuk pengembang 
aplikasi ini supaya smk disetiap jurusan juga diberi bimbingan khusus 
seperti siswa sma",2,Negatif,33,siswa smk perhati bimbing sesuai tingkat smk mohon kembang smk tiap jurus bimbing khusus siswa sma
"Knapa nggak bsa dibuka stlah q update,tlong sibenerin",1,Negatif,8,knapa nggak bsa buka stlah q updatetlong sibenerin
aplikasinya sangat tidak bekerja sama saya,1,Negatif,6,aplikasi
TIDAK MEMBANTU SAMA SEKALI.,1,Negatif,4,bantu
Milenial ..Dan sangat cocok buat menambah semangat belajar anak sesuai USIA serta bagus untuk meningkatkan mutu perkembangan anak anak dari pelosok seperti daerah kami.,5,Positif,24,milenial cocok tambah semangat ajar anak sesuai usia bagus tingkat mutu kembang anak anak pelosok daerah
"halo ruang guru, kenapa gak ada jurusan smk...?? tlong d perbaikilah",1,Negatif,11,halo ruang guru gak jurus smk tlong d baik
Ga bisa di bobol pakai lucky pather apk jelek😢,1,Negatif,9,ga bobol pakai lucky pather apk jelek
Saya senang dengan aplikasi ini,5,Positif,5,senang
"Terimakasih RuangGuru Alhamdulilah setelah saya belajar di ruang guru pengetahuan saya bertambah, dan saya suka skali fitur"" yg ada di RuangGuru terimakasih 💗",5,Positif,23,terimakasih alhamdulilah ajar ruang guru tahu tambah suka skali fitur terimakasih
Terima kasih sudah memberikan fasilitas belajad secara gratis,5,Positif,8,terima kasih fasilitas belajad gratis
bagus sekali aplikasi ini dapat memantu mengasa otak,5,Positif,8,bagus mantu asa otak
Mohon diperbarui ea kurang beberapa fitur sama lemot oy!!!,1,Negatif,9,mohon baru ea fitur lot oy
"eh Ruang guru Kalo iklan Saru chanel aja ajg ! lu iklan sampe 2 jam gitu juga smua chanel lu kuasai , bisnis sih bisnis tapi jangan serakah ! Keganggu tau gk Gw nonton Kartun brita tiba² dipotong lu , mending kalo singkat nah elu 2 jam lamaaaaa promo itu² mulu diulang² . btw gw download buat ngomong gini doang biar lu tau Banyak yang komplen Bikin gak nyaman bukanya Dapet rating tinggi malah banyak yang hujat kan !",1,Negatif,79,eh ruang guru kalo iklan saru chanel ajg lu iklan sampe jam gitu smua chanel lu kuasa bisnis bisnis serakah ganggu tau gk gw nonton kartun brita tiba potong lu mending kalo singkat elu jam lamaaaaa promo itu mulu ulang btw gw download ngomong gin doang biar lu tau komplen bikin gak nyaman buka dapet rating hujat
"tadi aku coba ruang les online, udah 1 jam lebih, gurunya gak jawab apa apa. trus juga gurunya aku tanyain cuma di read doang, gak dibalas. trus aku akhiri sesi bertanyanya.😑😑",4,Positif,31,coba ruang les online udah jam guru gak trus guru tanyain read doang gak balas trus sesi tanya
Wah hebat banget ya app ini anak ku jadi pandai belajar tau tau nilai anak ku 50 jadi ke 80,5,Positif,20,hebat banget app anak ku pandai ajar tau tau nilai anak ku
Aku jadi bisa semangat lagi buat ulangan,5,Positif,7,semangat ulang
"Jelek Roboguru plus nya,nanya soal ga dibantu ,malah koin nya hilang",2,Negatif,11,jelek roboguru plus nyana ga bantu koin hilang
makasih ya Ruang Guru.... anak saya jadi suka matematika.,5,Positif,9,makasih ruang guru anak suka matematika
Ruang guru mantap sangat membantu untuk belajar,5,Positif,7,ruang guru mantap bantu ajar
sangat bagus aplikasi anak anak ku jadi rajin belajar,5,Positif,9,bagus anak anak ku rajin ajar
"Kecewa parah sih, koin roboguru saya sisa 12, secara sepihak ditukar dengan 3000 energi ai, nilainya sangat tidak sebanding, minta refund pun tidak bisa, nilainya dalam rupiah itu mahal 12 koin itu, baru sekecewa ini sama ruangguru",1,Negatif,37,kecewa parah koin roboguru sisa tukar energi ai nilai banding refund nilai rupiah mahal koin kecewa
Seneng banget bisa pakai aplikasi ruang guru alhamdulillah nem aku besar mksih ruang guru sukses selalu.... Amin,5,Positif,17,neng banget pakai ruang guru alhamdulillah nem mksih ruang guru sukses amin
"Hai ruangguru☺️ , maaf nih kalau buat iklan di tv itu yang benar saja😒,ngk ke semua Chanel TV dong, kasian yg mau nonton supaya dapat hiburan , bukan hiburannya promosi aplikasi supaya buat download ruanganguru biar pintar, itu sih sebenarnya kalau ada yang mau alhamdulilah , ini nih Iyah tau apk ruanganguru ini mengajak anak Indonesia supaya lebih maju , tapi bisa ngk ngk usah bikin iklan ke semua Chanel TV🙂, PENGEN NONTON JADI SUSAH",1,Negatif,75,hai maaf nih iklan tv sajangk chanel tv kasi nonton hibur hibur promosi download ruanganguru biar pintar alhamdulilah nih iyah tau apk ruanganguru ajak anak indonesia maju ngk ngk bikin iklan chanel tv ken nonton susah
Kk saya mw nnyk dong klw jurusan y SMK gmn kk yg jurusan TKJ(teknik komputer jaringan) sedangkan yg ad cuman IPA dan IPS,1,Negatif,23,kk mw nnyk klw jurus y smk gmn kk jurus tkjteknik komputer jaring ad cuman ipa ips
Apan ini masa saya gak di ladeni saat saya minta kerjakan pr saya😤😈😳😠😡😡😡😭😭😭😭😭😭😭😭😭😭😭😭😭,1,Negatif,13,apan gak laden kerja pr
TERIMAKASIH RUANGGURU UDH BIKIN AKU LEBIH SEMANGAT BELAJAR,5,Positif,8,terimakasih udh bikin semangat ajar
"Ruang belajar nya seru,jadi langsung ngerti. Terus pas ada kendala,langsung dibantu sampaiiii bener lagi . Pokoknya bagus deh, ga nyesel kasih bintang 5 :>",5,Positif,24,ruang ajar serujadi langsung ngerti pas kendalalangsung bantu sampaiiii bener pokok bagus deh ga nyesel kasih bintang
Kok error ya waktu saya download,2,Negatif,6,error download
Terimakasih atas aplikasi yang berrmanfaat,5,Positif,5,terimakasih berrmanfaat
"ini membuat saya mengetahui apa yang belum saya ketahui, penjelasan nya juga sangat mudah di pahami",5,Positif,16,tahu jelas mudah paham
"Coding dan pemrograman ? Atau sebagai nya, belom ada?? Atau cuman fokus ke pelajaran sekolah??",1,Negatif,15,coding pemrograman bom cuman fokus ajar sekolah
"maaf nih sebelumnya, tapi kenapa yaa tiba tiba aplikasi ruang guru saya gak bisa dipakai cuman muter muter doang. saya harap ini bisa segera diperbaiki karena bentar lagi saya ada ujian sekian terima kasih",2,Negatif,34,maaf nih yaa ruang guru gak pakai cuman muter muter doang harap baik bentar uji sekian terima kasih
"Aplikasi belajar yang menurut saya sangat bagussss yang baru saya coba, awalnya saya malas belajar karena pandemi sekolah tidak tatap muka guru juga memberi materi jarang kata mama pake ruang guru aja eh beneran materi yang belum diterang in guru semua ada mulai gapaham jadi paham Terimakasih ruang guru nilai ku semakin membaik",5,Positif,53,ajar bagussss coba malas ajar pandemi sekolah tatap muka guru materi jarang mama pake ruang guru eh beneran materi terang in guru gapaham paham terimakasih ruang guru nilai ku baik
Sangat membantu saya bersekolah,5,Positif,4,bantu sekolah
"Knp pas download susah pdhl td udh 100% knp pas di lihat lagi stuck di 68% seolah2 gak mau maju Pdhl udh 2x unduh tp gtu lagi hmm ,, ini udh bela2in kuota sedikit lagi Udah coba bbrp kali LG mah stuck di 68% pas di lihat antara unduhan di wall sama di notifikasi beda jd pas di notifikasi udh 100% di wall ruang guru msh 86 ko bisa gtu ya???? Tolong pencerahannya ,, pdhl saya ingin punya aplikasi ini... Saya screenshot jg kalo admin tidak percaya ada buktinya.. terima kasih",2,Negatif,91,knp pas download susah pdhl td udh knp pas lihat stuck gak maju pdhl udh x unduh tp gtu hmm udh bain kuota udah coba bbrp kali lg mah stuck pas lihat unduh wall notifikasi beda jd pas notifikasi udh wall ruang guru msh ko gtu tolong cerah pdhl screenshot jg kalo admin percaya bukti terima kasih
"Gratisin dong kak nntn videonya kayak aplikasi ssbelah (Yg dimaksudkan video pembelajaran buat sekolah yaaa, bkn yg laeenn) :( Biaya di Ruang Guru terlalu mahal bagi saya:((",1,Negatif,27,gratisin kak nntn video kayak ssbelah video ajar sekolah yaaa bkn laeenn biaya ruang guru mahal
"Saya sudah berlangganan namun saat saya ingin menonton video pembelajaran nya mengapa selalu tifak bisa dan muncul kalimat seperi ini Gagal memuat video,Yuk coba lagi Selalu saja begitu ini kenapa ya,tolong di bantu,klo sudah bisa ntar sya perbaiki rating nya",2,Negatif,40,langgan tonton video ajar tifak muncul kalimat per gagal muat videoyuk coba yatolong bantuklo ntar sya baik rating
Aplikasi ruang guru ini sangat bagus dulu nilai saya disekolah sangat jelek setelah saya download aplikasi ruang guru ini nilai saya menjadi semakin membaik daripada sebelumnya terima kasih ruang guru🥰,5,Positif,30,ruang guru bagus nilai seko jelek download ruang guru nilai baik terima kasih ruang guru
Ruang guru hebaaaattttttttt :),5,Positif,4,ruang guru hebaaaattttttttt
"Please lah di setiap video jangan nyuruh rating mulu padahal sudah rating 5 sebelumnya saya jadi terganggu dan juga promo lewat wa seperti memaksa terus, risih banget kalau udh promo di wa terus terusan.",1,Negatif,34,please video nyuruh rating mulu rating ganggu promo wa paksa risih banget udh promo wa terus
semua ruang guru pelajarannya baik sekali semoga ruang guru sukses. saya jadi mengerti belajarnya,5,Positif,14,ruang guru ajar moga ruang guru sukses erti ajar
Knp loh acara ruang guru di semua tv kan aku mau nonton yang lain lho,1,Negatif,15,knp loh acara ruang guru tv nonton lho
Aku sangat suka sama aplikasi ruang guru ya kalau kalian gimana ayo jangan ragu ragu kalau mau coba silahkan saja ya jangan takut ada semua mata pelajaran yg bagus lohhhhhh Nama saya stevany rosari tapi ini hp bapak saya ya kalau saya belum punya hp karena belum waktu nya kata orang tua saya maaf ya,5,Positif,55,suka ruang guru gimana ayo ragu ragu coba silah takut mata ajar bagus lohhhhhh nama stevany rosari hp hp orang tua maaf
Alhamdulillah aku jadi bisa hafal hafal apapun terimakasih Ruang Guru,5,Positif,10,alhamdulillah hafal hafal apa terimakasih ruang guru
saya akan mencoba pelajaran ini,5,Positif,5,coba ajar
Aplikasi ini sangat cocok untuk saya belajar terimakasih untuk aplikasi ini🙏🙏🥰☺😊,5,Positif,11,cocok ajar terimakasih
Kok punya ku ga bisa di bukak trus bacaan nya langganan trus katanya gratis,2,Negatif,14,ku ga bukak trus baca langgan trus gratis
"Duhh agak nyesel si, yang smk berasa jadi kelinci percobaan, vidio ga komplit, ga kayak sma, tolong ya dipercepat proses buat videonya, udah gitu materinya beda, hadehhhh, rugi dah....",1,Negatif,29,duhh nyesel si smk asa kelinci coba vidio ga komplit ga kayak sma tolong cepat proses video udah gitu materi beda hadehhhh rugi dah
"Saya suka dengan metode pembelajarannya mudah dan cepat. Dan lebih suka lagi yaitu fitur konsep kilatnya, cepat, mudah dipahami dan dan kita jadi lebih interaktif dalam belajar. kelemahannya: bertele-tele(ini menurut pendapat pribadi)",5,Positif,32,suka metode ajar mudah cepat suka fitur konsep kilat cepat mudah paham interaktif ajar lemah berteleteleini dapat pribadi
"Jika memang apk ini bagus, harusnya ada versi TRIAL ya 1minggu aj cukup. Dengan begitu saya bisa yakin kalau apk ini bagus. G perlu ruang guru sewa artis untuk meyakinkan para calon customer",2,Negatif,33,apk bagus versi trial minggu aj apk bagus g ruang guru sewa artis calon customer
seru asik Pokok nya the best lah!,4,Positif,7,seru asik pokok the best
Aplikasi belajar ini memang bagus tapi sangat mahal untuk kita yang orang berkekurang,2,Negatif,13,ajar bagus mahal orang kurang
"Terima kasoh ruang guru sudah membantu saya... Dan ak seneng bgt terutama pada animasinya, videonya, dan kuisnya... Terima kasih",5,Positif,19,terima kasoh ruang guru bantu ak neng bgt animasi video kuis terima kasih
Pokoknya ruang guru paling the best lah😊😊😊😊👍👍👍,5,Positif,7,pokok ruang guru the best
"Kalo pasang iklan jangan ngebajak disemua saluran televisi dong , ganggu hiburan orang aja .",2,Negatif,15,kalo pasang iklan ngebajak semua salur televisi ganggu hibur orang
kalian wajib download aplikasi ini bagus sekali,5,Positif,7,wajib download bagus
bodoh masa nilai ujian 70 sekarang jadi 43,1,Negatif,8,bodoh nilai uji
aplikasinya kok masih bayar padahal kan online aneh bayarnya mahal juga,2,Negatif,11,aplikasi bayar online aneh bayar mahal
Tolong kak untuk servernya ditambah agar mempermudah membuka aplikasi ..untuk sekarang terasa berat untuk memulai video dan lainnya padahal youtube 1080 lancar 🙏,1,Negatif,23,tolong kak servernya tambah mudah buka berat video youtube lancar
"Sebelum menggunakan ruang guru saya susah memahami matematika, dan dari semua mata pelajaran,Matematika saya mendapat nilai pling rendah 50-65.Dan temen saya coba saranin pake ruang guru,setelah menggunakan ruang guru kini saya mudah memahami matematika dan sekarang saya mendapat nilai 70-90 Terimakasih Ruang Guru",5,Positif,43,ruang guru susah paham matematika mata pelajaranmatematika nilai pling rendah temen coba saranin pake ruang gurusetelah ruang guru mudah paham matematika nilai terimakasih ruang guru
Mantap saya jadi makin tertarik belajar setelah pake ruangguru dari yang tadinya males belajar jadi suka belajar 😎👍,5,Positif,18,mantap tarik ajar pake males ajar suka ajar
Ngasih ilmu kok bayar mending brainly cok,1,Negatif,7,ngasih ilmu bayar mending brainly cok
ruang guru emang top..... markotop,5,Positif,5,ruang guru emang top markotop
Bagus tapi masalahanya hanya di internet,5,Positif,6,bagus masalahanya internet
Bagus bnget lebih cepat buat phamin suatu pljaran,5,Positif,8,bagus bnget cepat phamin pljaran
Bagus sekalih Apk nya,5,Positif,4,bagus kalih apk
Hai ruang guru saya termasuk yg ikut belajar online lewat skill academy Cara penyamapaain sangat jelas brmanfaat Terimakasih ruang guru dn academy Smoga sllu memberikan wawasan yg terbaik,5,Positif,28,hai ruang guru ajar online skill academy penyamapaain brmanfaat terimakasih ruang guru dn academy smoga sllu wawas baik
"Layanan konselor dan sdm SAMA SEKALI GAK MENDUKUNG DAN MEMBANTU PENGEMBANGAN SISWA. Tagih uang masuk, puterputerin video belajar, dan ngiklan aja juaranya.",1,Negatif,22,layan konselor sdm gak dukung bantu kembang siswa tagih uang masuk puterputerin video ajar ngiklan juara
Belum pernah ikut ruang guru tp menurut saya ruang guru pilihan sangat tepat untuk belajar walau tanpa les tambahan...ruang guru semoga semakin didepan dan selalu jadi juara....👍👍👍,4,Positif,27,ruang guru tp ruang guru pilih ajar les tambahanruang guru moga depan juara
moga bermanfaat untuk anaku,5,Positif,4,moga manfaat ana
ruang guru sangat bagus....👍👍,5,Positif,4,ruang guru bagus
Sya sdh beli koin utk tanya online tpi kok gak bisa terhubung dengan gurunya,1,Negatif,14,sya sdh beli koin utk online tpi gak hubung guru
maaf dari pihak ruang guru.Saya sekolah SMK kok gak ada pilhan kelasnya ya?.Tolong diselesaikan secepatnya ya.Dari persatuan anak SMK,2,Negatif,19,maaf ruang gurusaya sekolah smk gak pilhan kelas yatolong selesai cepat yadari satu anak smk
enak bgt seru paham diajari step by step nya ringkes suka deh ;),5,Positif,13,enak bgt seru paham ajar step by step ringkes suka deh
"Saya kasih bintang 4 dlu,,kalau bagus saya tambahin bintangnya",4,Positif,9,kasih bintang dlukalau bagus tambahin bintang
Artis aja pakai masa kita tidak,5,Positif,6,artis pakai
Iklan satu Chanel aja lah kalo aja yang mau nonton juga bakal nonton kalo semua Chanel yang pen acara biasanya kan jadi gabut,1,Negatif,23,iklan chanel kalo nonton nonton kalo chanel pen acara gabut
ಠ︵ಠJawaban bener malah disalahin gimana $ih? Materinya g sesuai sama di sekolah,1,Negatif,12,jawab bener disalahin gimana ih materi g sesuai sekolah
"Hai ruangguru. Ngotak dong kalau mau iklan jangan semua channel tv isinya ruangguru semua, kasian yang mau nonton supaya dapat hiburan eh jadi hiburannya promosi aplikasi, supaya untuk download ruangguru biar makin pinter, mereka yang di undang itu emang udh pinter dari sononya. Terus kalau mau iklan saya sangat minta tolong yang sebesar-besarnya kepada ruangguru agar kau ngiklan jangan semua di channel tv, rasanya saya ingin menjual tv🙂",1,Negatif,68,hai ngotak iklan channel tv isi kasi nonton hibur eh hibur promosi download biar pinter undang emang udh pinter sono iklan tolong sebesarbesarnya kau ngiklan channel tv jual tv
kenapa harus bayar ??,1,Negatif,4,bayar
"bagus bangettt aplikasi nya semoga lebih berkembang lagii ,paling suka sama dafa lulu kelas 4-6 bagus banget animasi nya interaktif banget ga bosen belajarnyaaa",5,Positif,24,bagus bangettt moga kembang lagi suka dafa lulu kelas bagus banget animasi interaktif banget ga bosen belajarnyaaa
